IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,744,0,445,1821,0,2800,1,86444,24002,29766,2,8603
67,1504,0,15759,3268,0,1174,5,86613,10579,29066,2,9604
67,10971,0,1433,2402,0,42,5,86865,26259,23015,2,7920
67,140,0,3993,2402,0,42,5,86865,26273,23015,2,9605
67,161,0,2432,389,0,1174,5,86948,18227,30352,2,94
66,508,0,9374,445,0,2800,1,86977,24243,29791,0,386
67,16866,0,2381,1025,0,1174,5,86988,18227,30352,2,94
67,136,0,1059,135,0,1174,5,86988,20674,28367,2,2720
67,356,0,2480,135,0,1174,5,86988,18226,28367,2,1428
67,68,0,37241,445,0,1174,5,87032,18501,28367,2,9606
67,2500,0,4471,389,0,1174,5,87032,18160,28367,2,377
67,1524,0,1433,2402,0,42,5,87127,26259,23015,2,7920
67,116,0,65231,53,0,1174,5,87127,20743,28367,2,1768
66,511,0,3166,445,0,1174,5,87240,18297,28367,0,2447
67,216,0,2249,389,0,1174,5,87247,18227,30352,2,94
67,91,0,32813,389,0,1174,5,87247,10845,1438,2,9607
67,160,0,2272,413,0,1174,5,87287,10713,29219,2,9608
67,2985,0,2563,445,0,1174,5,87287,18149,28367,2,158
66,218,0,2563,445,0,1174,5,87287,18149,28367,0,158
67,23046,0,80,3818,0,1174,5,87366,18225,15359,2,8496
67,3143,0,18052,389,0,1174,5,87406,18219,28366,2,153
67,3377,0,32830,389,0,1174,5,87406,20753,28921,2,256
67,3247,0,2637,445,0,1174,5,87406,18302,28367,2,3015
67,104,0,18044,53,0,1174,5,87406,18219,28366,2,153
66,404,1,18053,445,0,1174,5,87406,18219,28366,1,153
66,1907,0,18053,445,0,1174,5,87406,18219,28366,0,153
67,3650,0,18053,445,0,1174,5,87406,18219,28366,2,153
66,3527,0,2637,445,0,1174,5,87406,18302,28367,0,3015
66,1889,0,18056,445,0,1174,5,87406,18219,28921,0,149
66,404,1,18050,445,0,1174,5,87406,18219,29066,1,152
66,1887,0,18050,445,0,1174,5,87406,18219,29066,0,152
67,2779,0,18055,389,0,1174,5,87406,18219,28921,2,149
67,66,0,18071,3268,0,1174,5,87406,19642,25233,2,9609
67,2314,0,18035,389,0,1174,5,87406,18219,28921,2,149
67,3562,0,18056,445,0,1174,5,87406,18219,28921,2,149
67,3587,0,18050,445,0,1174,5,87406,18219,29066,2,152
66,241,0,2838,445,0,1174,5,87406,18150,28367,0,262
66,1761,0,4765,445,0,1174,5,87406,18139,28367,0,131
66,241,0,4636,445,0,1174,5,87406,20743,28921,0,1812
66,1907,0,18047,445,0,1174,5,87406,18219,28367,0,156
66,404,1,18047,445,0,1174,5,87406,18219,28367,2,156
66,1064,0,2107,445,0,1174,5,87406,18154,25074,0,8538
66,446,0,4609,445,0,1174,5,87406,18285,25430,0,8104
66,1901,0,4599,445,0,1174,5,87406,18285,28367,0,2564
66,208,0,445,1976,0,42,5,87417,26285,22944,0,9610
66,296,0,445,1336,0,42,5,87417,4336,22944,0,9611
67,5613,0,1372,445,0,1174,5,87567,18263,25477,2,812
66,1891,0,1372,445,0,1174,5,87567,18263,25477,0,812
67,625,0,1366,1025,0,1174,5,87567,18263,29066,2,791
67,292,0,1365,135,0,1174,5,87567,18263,29066,2,791
66,1314,0,4227,445,0,1174,5,87576,18312,28367,0,2766
67,339,0,18088,389,0,1174,5,87580,18219,30392,2,170
67,333,0,32833,389,0,1174,5,87580,12423,29018,2,9612
67,172,0,17058,429,0,1174,5,87620,18255,9359,2,9613
67,84,0,3289,82,0,1174,5,87659,18277,28372,2,9614
67,84,0,2715,389,0,1174,5,87659,18227,30352,2,94
67,445,0,2712,389,0,1174,5,87659,18227,30352,2,94
66,2049,0,3795,445,0,1174,5,87677,18221,28367,0,96
66,549,0,1370,445,0,1174,5,87677,18263,28367,0,800
66,1087,0,445,11243,0,2800,1,87681,23962,30113,0,461
66,1288,0,445,11253,0,2800,1,87685,24172,30113,0,190
66,400,1,445,11255,0,2800,1,87691,24347,30113,1,189
66,1109,0,445,11257,0,2800,1,87691,24264,30113,0,208
66,1093,0,445,11255,0,2800,1,87691,24347,30113,0,189
67,8255,0,2583,1025,0,1174,5,87699,20754,28367,2,7976
67,87,0,4795,445,0,1174,5,87699,18360,28921,2,6063
67,157,0,2714,389,0,1174,5,87699,18227,30352,2,94
67,2479,0,2584,389,0,1174,5,87699,20754,28367,2,7976
67,201,0,4051,445,0,1174,5,87699,18317,28367,2,5
67,1776,0,2585,389,0,1174,5,87699,20754,28367,2,7976
66,241,0,4051,445,0,1174,5,87699,18317,28367,0,5
67,434,0,2231,1025,0,1174,5,87699,18131,28921,2,297
67,3905,0,389,11260,0,2800,1,87701,24449,30113,2,192
66,400,1,445,11259,0,2800,1,87703,24123,30113,1,193
67,1467,0,445,11259,0,2800,1,87703,24123,30113,2,193
66,296,0,445,11259,0,2800,1,87703,24123,30113,0,193
67,68,0,389,17186,0,2800,1,87710,24246,29660,2,312
67,3792,0,18076,445,0,2800,1,87712,24254,29659,2,429
66,324,0,18076,445,0,2800,1,87712,24254,29659,0,429
67,268,0,4883,12345,0,2800,1,87732,24012,29791,2,8051
67,1554,0,18000,88,0,2800,1,87747,24254,29812,2,420
67,1554,0,18010,88,0,2800,1,87748,24254,29812,2,420
67,3290,0,17996,389,0,2800,1,87748,24254,29812,2,420
67,1554,0,18005,88,0,2800,1,87748,24254,29812,2,420
67,245,0,53,4483,0,2800,1,87750,24267,29660,2,310
67,229,0,53,26014,0,2800,1,87750,24267,29660,2,310
67,213,0,53,47331,0,2800,1,87750,24267,29660,2,310
67,240,0,53,57511,0,2800,1,87751,24267,29660,2,310
67,1558,0,18075,88,0,2800,1,87751,24254,29659,2,429
67,1558,0,18080,88,0,2800,1,87752,24254,29659,2,429
66,879,0,445,48254,0,2800,1,87753,23921,29660,0,308
67,1457,0,445,48254,0,2800,1,87753,23921,29660,2,308
67,1558,0,18123,88,0,2800,1,87753,24254,30112,2,430
66,1108,0,445,48256,0,2800,1,87754,23911,29660,0,307
66,400,1,445,48264,0,2800,1,87756,24450,29660,1,329
66,696,0,445,48264,0,2800,1,87756,24450,29660,0,329
66,681,0,445,48282,0,2800,1,87760,24347,29660,0,331
67,2245,0,389,48285,0,2800,1,87761,24123,29660,2,318
67,3293,0,49909,389,0,2800,1,87762,24253,30111,2,431
67,1558,0,49912,88,0,2800,1,87762,24253,30111,2,431
67,3866,0,18001,445,0,2800,1,87764,24254,29812,2,420
67,4438,0,389,48293,0,2800,1,87764,24246,29660,2,312
66,492,1,18011,445,0,2800,1,87764,24254,29791,2,422
66,252,0,18011,445,0,2800,1,87764,24254,29791,0,422
66,492,1,18001,445,0,2800,1,87764,24254,29812,1,420
66,2040,0,18001,445,0,2800,1,87764,24254,29812,0,420
67,4434,0,389,48295,0,2800,1,87765,24226,29660,2,322
66,400,1,445,48290,0,2800,1,87765,24225,29660,1,339
66,1087,0,445,48290,0,2800,1,87765,24225,29660,0,339
66,496,0,445,48247,0,2800,1,87765,24124,29660,0,311
66,400,1,445,48292,0,2800,1,87765,24423,29660,1,340
66,400,1,445,48247,0,2800,1,87765,24124,29660,1,311
66,679,0,445,48260,0,2800,1,87765,23963,29660,0,330
66,1119,0,445,48292,0,2800,1,87765,24423,29660,0,340
66,340,1,445,48294,0,2800,1,87765,24246,29660,2,312
67,1441,0,445,48294,0,2800,1,87765,24246,29660,2,312
66,1092,0,445,48294,0,2800,1,87765,24246,29660,0,312
66,252,0,49851,445,0,2800,1,87772,24253,29812,0,433
67,857,0,445,48266,0,2800,1,87779,24424,29660,2,319
67,1832,0,18129,389,0,1174,5,87806,18219,28921,2,149
67,2166,0,2750,1025,0,1174,5,87806,18227,29066,2,97
67,292,0,2768,135,0,1174,5,87818,18227,25074,2,7973
67,2698,0,2767,1025,0,1174,5,87818,18227,25074,2,7973
67,292,0,2770,135,0,1174,5,87818,18227,25074,2,7973
67,2698,0,2769,1025,0,1174,5,87818,18227,25074,2,7973
67,157,0,2802,389,0,1174,5,87818,18227,30350,2,8262
67,1448,0,445,41631,0,1174,5,87846,18227,18398,2,143
67,2698,0,2793,1025,0,1174,5,87846,18227,25233,2,497
67,3267,0,389,41630,0,1174,5,87846,18227,18398,2,143
67,292,0,2782,135,0,1174,5,87846,18227,29995,2,7972
67,2698,0,2791,1025,0,1174,5,87846,18227,25233,2,497
67,3735,0,32853,389,0,1174,5,87846,20753,30352,2,258
67,1048868,0,2755,135,0,1174,5,87846,18227,24912,2,197
66,1041,0,445,41631,0,1174,5,87846,18227,18398,0,143
66,2027,0,1678,445,0,1174,5,87846,18136,28367,0,695
67,2698,0,2758,1025,0,1174,5,87846,18227,24912,2,197
66,352,1,445,41631,0,1174,5,87846,18227,18398,1,143
67,1380,0,2783,1026,0,1174,5,87846,18227,29995,2,7972
66,1979,0,3896,445,0,1174,5,87846,18350,28367,0,88
67,1063,0,15756,3268,0,1174,5,87846,18219,29066,2,152
67,2008,0,2810,135,0,1174,5,87846,18227,30352,2,94
67,479,0,2802,389,0,1174,5,87846,18227,30352,2,94
67,136,0,2749,135,0,1174,5,87846,18227,29066,2,97
67,292,0,2746,135,0,1174,5,87846,18227,29066,2,97
67,483,0,2842,1025,0,1174,5,87846,18227,30352,2,94
67,367,0,15748,407,0,1174,5,87846,18219,29066,2,152
67,1397,0,2818,1025,0,1174,5,87846,18227,29066,2,97
67,604,0,2817,135,0,1174,5,87846,18227,29066,2,97
67,2680,0,2819,1025,0,1174,5,87846,18227,29066,2,97
67,292,0,2780,135,0,1174,5,87846,18227,29545,2,7911
67,292,0,2778,135,0,1174,5,87846,18227,29545,2,7911
67,72,0,261,5585,0,1174,5,87846,18227,28399,2,393
67,2240,0,18132,389,0,1174,5,87846,18219,28921,2,149
67,172,0,389,47833,0,1174,5,87846,17253,29995,2,9615
67,292,0,2776,135,0,1174,5,87846,18227,29545,2,7911
67,2689,0,2748,1025,0,1174,5,87846,18227,29066,2,97
67,66,0,2757,135,0,1174,5,87846,18227,24912,2,197
67,292,0,2792,135,0,1174,5,87846,18227,25233,2,497
67,3329,0,1678,445,0,1174,5,87846,18136,28367,2,695
67,2698,0,2779,1025,0,1174,5,87846,18227,29545,2,7911
67,2698,0,2777,1025,0,1174,5,87846,18227,29545,2,7911
67,3242,0,3896,445,0,1174,5,87846,18350,28367,2,88
67,2698,0,2781,1025,0,1174,5,87846,18227,29545,2,7911
67,163051,0,1433,2402,0,42,5,87868,26259,23015,2,7920
