IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,2390,0,445,2694,0,100,5,4492800,28367,18305,0,1598
66,2390,0,445,1692,0,100,5,4492800,28367,20835,0,382
66,2035,0,2694,445,0,1699,5,4492803,18305,28367,0,1599
66,619,0,15469,445,0,100,5,4492835,28399,18227,0,394
66,404,1,15469,445,0,100,5,4492835,28399,18227,1,394
66,352,1,445,15469,0,1699,5,4492839,18227,28399,1,393
66,1040,0,445,15469,0,1699,5,4492839,18227,28399,0,393
66,2628,0,445,1234,0,100,5,4492854,28367,18298,0,203
66,1799,0,1234,445,0,1699,5,4492869,18298,28367,0,202
66,2943,0,445,2323,0,94,5,4492871,23348,21851,0,48
66,241,0,1930,445,0,1699,5,4492872,18350,28921,0,975
66,284,0,445,1930,0,100,5,4492872,28921,18350,0,976
66,284,0,445,1925,0,100,5,4492872,28921,18350,0,976
66,241,0,1925,445,0,1699,5,4492872,18350,28921,0,975
66,284,0,445,1935,0,100,5,4492872,29066,18350,0,1048
66,241,0,1935,445,0,1699,5,4492872,18350,29066,0,1049
66,887,0,445,2322,0,100,5,4492873,26188,21851,0,52
66,1765,0,445,2377,0,42,5,4492882,26289,23019,0,75
66,1765,0,445,3464,0,42,5,4492882,26289,22975,0,848
66,2027,0,3142,445,0,1699,5,4492908,20668,28367,0,250
66,2899,0,2961,445,0,1699,5,4492908,20691,30352,0,1632
66,2390,0,445,3350,0,100,5,4492910,28367,18352,0,33
66,2027,0,3350,445,0,1699,5,4492910,18352,28367,0,34
66,1799,0,2959,445,0,1699,5,4492910,20691,28367,0,1628
66,2628,0,445,2959,0,100,5,4492910,28367,20691,0,1627
66,222,1,445,2961,0,100,5,4492910,30352,20691,1,1633
66,270,1,445,2961,0,100,5,4492910,30352,20691,1,1633
66,1602,0,445,2961,0,100,5,4492910,30352,20691,0,1633
66,2390,0,445,3142,0,100,5,4492910,28367,20668,0,251
66,2390,0,445,3087,0,100,5,4492920,28367,18319,0,1577
66,3165,0,445,3999,0,100,5,4492920,26188,21879,0,1763
66,352,1,445,55839,0,100,5,4492921,28367,20745,1,76
66,935,0,445,55839,0,100,5,4492921,28367,20745,0,76
66,2027,0,3087,445,0,1699,5,4492923,18319,28367,0,1578
66,1830,0,55839,445,0,1699,5,4492924,20745,28367,0,29
66,404,1,55839,445,0,1699,5,4492924,20745,28367,1,29
66,241,0,4747,445,0,1699,5,4492936,18353,28367,0,537
66,241,0,4742,445,0,1699,5,4492936,18353,30352,0,376
66,288,0,445,4747,0,100,5,4492939,28367,18353,0,536
66,1444,0,445,1309,0,100,5,4492951,28921,20840,0,67
66,286,0,445,4742,0,100,5,4492951,30352,18353,0,375
66,2099,0,1309,445,0,1699,5,4492956,20840,28921,0,65
66,2923,0,1708,445,0,1699,5,4492956,20835,25074,0,417
66,2027,0,1040,445,0,1699,5,4492956,18354,28367,0,60
66,270,1,445,1708,0,100,5,4492961,25074,20835,1,416
66,222,1,445,1708,0,100,5,4492961,25074,20835,1,416
66,1601,0,445,1708,0,100,5,4492961,25074,20835,0,416
66,3165,0,445,2072,0,100,5,4492962,26188,21797,0,1025
66,2390,0,445,1040,0,100,5,4492962,28367,18354,0,61
66,400,1,445,49302,0,1696,1,4492973,23921,29660,1,308
66,1108,0,445,49302,0,1696,1,4492973,23921,29660,0,308
66,400,1,445,49300,0,1696,1,4492973,24265,29660,1,309
66,1097,0,445,49300,0,1696,1,4492973,24265,29660,0,309
66,1055,0,445,49296,0,1696,1,4492974,24267,29660,0,310
66,400,1,445,49296,0,1696,1,4492974,24267,29660,1,310
66,400,1,445,49309,0,1696,1,4492977,24247,29660,1,306
66,1092,0,445,49309,0,1696,1,4492977,24247,29660,0,306
66,400,1,445,49298,0,1696,1,4492977,24124,29660,1,311
66,1107,0,445,49298,0,1696,1,4492977,24124,29660,0,311
66,400,1,445,49311,0,1696,1,4492979,23963,29660,1,330
66,1087,0,445,49311,0,1696,1,4492979,23963,29660,0,330
66,400,1,445,49304,0,1696,1,4492979,23911,29660,1,307
66,1108,0,445,49304,0,1696,1,4492979,23911,29660,0,307
66,1093,0,445,49313,0,1696,1,4492979,24346,29660,0,325
66,400,1,445,49313,0,1696,1,4492979,24346,29660,1,325
66,2164,0,59229,445,0,1696,1,4492982,24252,29659,0,360
66,492,1,59229,445,0,1696,1,4492982,24252,29659,1,360
66,400,1,445,49319,0,1696,1,4492982,24171,29660,1,316
66,1097,0,445,49319,0,1696,1,4492982,24171,29660,0,316
66,400,1,445,49321,0,1696,1,4492982,23962,29660,1,317
66,1087,0,445,49321,0,1696,1,4492982,23962,29660,0,317
66,400,1,445,49317,0,1696,1,4492983,24424,29660,1,319
66,492,1,59155,445,0,1696,1,4492983,24252,29812,1,358
66,1119,0,445,49317,0,1696,1,4492983,24424,29660,0,319
66,400,1,445,49327,0,1696,1,4492983,23990,29660,1,320
66,2156,0,59155,445,0,1696,1,4492983,24252,29812,0,358
66,1077,0,445,49327,0,1696,1,4492983,23990,29660,0,320
66,400,1,445,49315,0,1696,1,4492987,24450,29660,1,329
66,1075,0,445,49315,0,1696,1,4492987,24450,29660,0,329
66,400,1,445,49323,0,1696,1,4492987,23992,29660,1,321
66,1089,0,445,49323,0,1696,1,4492987,23992,29660,0,321
66,400,1,445,49331,0,1696,1,4492987,24172,29660,1,324
66,1109,0,445,49331,0,1696,1,4492987,24172,29660,0,324
66,400,1,445,49325,0,1696,1,4492987,24168,29660,1,326
66,1107,0,445,49325,0,1696,1,4492987,24168,29660,0,326
66,492,1,59165,445,0,1696,1,4492987,24252,29791,1,365
66,2156,0,59165,445,0,1696,1,4492987,24252,29791,0,365
66,1067,0,445,49329,0,1696,1,4492988,24266,29660,0,328
66,400,1,445,49329,0,1696,1,4492988,24266,29660,1,328
66,400,1,445,49345,0,1696,1,4492992,24246,29660,1,312
66,1092,0,445,49345,0,1696,1,4492992,24246,29660,0,312
66,400,1,445,49337,0,1696,1,4492992,24123,29660,1,318
66,1119,0,445,49337,0,1696,1,4492992,24123,29660,0,318
66,400,1,445,49347,0,1696,1,4492992,24226,29660,1,322
66,1087,0,445,49347,0,1696,1,4492992,24226,29660,0,322
66,2390,0,445,2284,0,100,5,4492992,28367,18282,0,85
66,270,1,445,3429,0,100,5,4492992,28921,20669,1,499
66,492,1,59267,445,0,1696,1,4492992,24252,30112,1,361
66,222,1,445,3429,0,100,5,4492992,28921,20669,1,499
66,1600,0,445,3429,0,100,5,4492992,28921,20669,0,499
66,2164,0,59267,445,0,1696,1,4492992,24252,30112,0,361
66,400,1,445,49339,0,1696,1,4492992,24449,29660,1,323
66,1075,0,445,49339,0,1696,1,4492992,24449,29660,0,323
66,2628,0,445,3427,0,100,5,4492993,28367,20669,0,353
66,400,1,445,49341,0,1696,1,4492993,24225,29660,1,339
66,1087,0,445,49341,0,1696,1,4492993,24225,29660,0,339
66,400,1,445,49335,0,1696,1,4492993,24264,29660,1,327
66,1109,0,445,49335,0,1696,1,4492993,24264,29660,0,327
66,492,1,59277,445,0,1696,1,4492993,24252,30111,1,359
66,2164,0,59277,445,0,1696,1,4492993,24252,30111,0,359
66,400,1,445,49343,0,1696,1,4492994,24423,29660,1,340
66,1093,0,445,49333,0,1696,1,4492994,24347,29660,0,331
66,400,1,445,49333,0,1696,1,4492994,24347,29660,1,331
66,1119,0,445,49343,0,1696,1,4492994,24423,29660,0,340
66,400,1,445,55304,0,1696,1,4492997,23921,30113,1,444
66,1108,0,445,55304,0,1696,1,4492997,23921,30113,0,444
66,1055,0,445,55300,0,1696,1,4492997,24267,30113,0,446
66,1097,0,445,55308,0,1696,1,4492997,24265,30113,0,445
66,400,1,445,55308,0,1696,1,4492997,24265,30113,1,445
66,400,1,445,55300,0,1696,1,4492997,24267,30113,1,446
66,1108,0,445,55306,0,1696,1,4492998,23911,30113,0,443
66,400,1,445,55306,0,1696,1,4492998,23911,30113,1,443
66,400,1,445,55302,0,1696,1,4492998,24124,30113,1,447
66,1107,0,445,55302,0,1696,1,4492998,24124,30113,0,447
66,1765,0,445,1822,0,42,5,4492999,26289,22966,0,201
66,3153,0,445,3589,0,94,5,4492999,23348,21923,0,562
66,1765,0,445,3216,0,42,5,4492999,26289,22990,0,492
66,1765,0,445,3334,0,42,5,4493000,26289,23048,0,541
66,1799,0,3427,445,0,1699,5,4493003,20669,28367,0,354
66,400,1,445,55316,0,1696,1,4493007,24424,30113,1,459
66,1119,0,445,55316,0,1696,1,4493007,24424,30113,0,459
66,2893,0,3429,445,0,1699,5,4493007,20669,28921,0,500
66,2027,0,2284,445,0,1699,5,4493007,18282,28367,0,86
66,400,1,445,55310,0,1696,1,4493008,24247,30113,1,455
66,400,1,445,55312,0,1696,1,4493008,23963,30113,1,457
66,1092,0,445,55310,0,1696,1,4493008,24247,30113,0,455
66,1087,0,445,55312,0,1696,1,4493008,23963,30113,0,457
66,1093,0,445,55314,0,1696,1,4493008,24346,30113,0,454
66,400,1,445,55314,0,1696,1,4493008,24346,30113,1,454
66,400,1,445,55322,0,1696,1,4493009,23962,30113,1,461
66,1087,0,445,55322,0,1696,1,4493009,23962,30113,0,461
66,400,1,445,55320,0,1696,1,4493009,24171,30113,1,460
66,1097,0,445,55320,0,1696,1,4493009,24171,30113,0,460
66,400,1,445,55318,0,1696,1,4493010,24450,30113,1,456
66,400,1,445,55324,0,1696,1,4493010,23992,30113,1,452
66,1075,0,445,55318,0,1696,1,4493010,24450,30113,0,456
66,1089,0,445,55324,0,1696,1,4493010,23992,30113,0,452
66,400,1,445,55326,0,1696,1,4493010,24168,30113,1,453
66,1109,0,445,55336,0,1696,1,4493010,24264,30113,0,208
66,1107,0,445,55326,0,1696,1,4493010,24168,30113,0,453
66,400,1,445,55336,0,1696,1,4493010,24264,30113,1,208
66,1075,0,445,55340,0,1696,1,4493017,24449,30113,0,192
66,400,1,445,55340,0,1696,1,4493017,24449,30113,1,192
66,400,1,445,55328,0,1696,1,4493017,23990,30113,1,458
66,400,1,445,55338,0,1696,1,4493017,24123,30113,1,193
66,1119,0,445,55338,0,1696,1,4493017,24123,30113,0,193
66,1077,0,445,55328,0,1696,1,4493017,23990,30113,0,458
66,400,1,445,55346,0,1696,1,4493017,24246,30113,1,212
66,1092,0,445,55346,0,1696,1,4493017,24246,30113,0,212
66,1087,0,445,55348,0,1696,1,4493020,24226,30113,0,194
66,400,1,445,55348,0,1696,1,4493020,24226,30113,1,194
66,1093,0,445,55334,0,1696,1,4493024,24347,30113,0,189
66,400,1,445,55334,0,1696,1,4493024,24347,30113,1,189
66,400,1,445,55344,0,1696,1,4493024,24423,30113,1,209
66,1119,0,445,55344,0,1696,1,4493024,24423,30113,0,209
66,400,1,445,55332,0,1696,1,4493024,24172,30113,1,190
66,1087,0,445,55342,0,1696,1,4493024,24225,30113,0,191
66,400,1,445,55342,0,1696,1,4493024,24225,30113,1,191
66,1109,0,445,55332,0,1696,1,4493024,24172,30113,0,190
66,1067,0,445,55330,0,1696,1,4493025,24266,30113,0,188
66,400,1,445,55330,0,1696,1,4493025,24266,30113,1,188
66,1847,0,1318,445,0,1699,5,4493028,20840,28921,0,65
66,2363,0,1319,445,0,1699,5,4493029,20840,18554,0,518
66,226,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,282,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,248,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,226,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,294,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,280,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,3200,1,445,2449,0,94,5,4493029,23349,21817,2,529
66,9876,1,445,2449,0,94,5,4493029,23349,21817,2,529
66,5920,1,445,2449,0,94,5,4493029,23349,21817,2,529
66,43516,1,445,2449,0,94,5,4493029,23349,21817,2,529
66,5664,1,445,2449,0,94,5,4493029,23349,21817,2,529
66,1568,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,1292,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,8519,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,452,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,380,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,11827,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,528,1,445,2449,0,94,5,4493029,23349,21817,1,529
66,10487,0,445,2449,0,94,5,4493029,23349,21817,0,529
66,270,1,445,1890,0,100,5,4493029,18554,18277,1,163
66,1909,0,445,1890,0,100,5,4493029,18554,18277,0,163
66,262,1,445,1890,0,100,5,4493029,18554,18277,1,163
66,2672,0,445,1318,0,100,5,4493033,28921,20840,0,67
66,2628,0,445,1888,0,100,5,4493033,28367,18277,0,162
66,282,1,445,1319,0,100,5,4493033,18554,20840,1,519
66,1261,0,445,1319,0,100,5,4493033,18554,20840,0,519
66,3532,0,445,2447,0,100,5,4493033,26188,21817,0,1154
66,284,0,445,1398,0,100,5,4493045,28921,18324,0,495
66,284,0,445,1402,0,100,5,4493045,28921,18324,0,495
66,241,0,1402,445,0,1699,5,4493048,18324,28921,0,496
66,241,0,1398,445,0,1699,5,4493048,18324,28921,0,496
66,1799,0,1888,445,0,1699,5,4493049,18277,28367,0,161
66,3419,0,1890,445,0,1699,5,4493053,18277,18554,0,164
66,693,0,1519,445,0,100,5,4493071,15343,18227,0,58
66,2259,0,445,2224,0,100,5,4493071,25477,18130,0,624
66,262,1,445,2224,0,100,5,4493071,25477,18130,1,624
66,270,1,445,2224,0,100,5,4493071,25477,18130,1,624
66,4561,0,2224,445,0,1699,5,4493078,18130,25477,0,625
66,882,0,445,1519,0,1699,5,4493078,18227,15343,0,57
66,777,0,2667,445,0,0,0,4493093,17745,26279,0,110
66,2203,0,2667,445,0,1699,5,4493098,17745,26279,0,110
66,2027,0,4339,445,0,1699,5,4493098,20715,28367,0,115
66,262,1,445,2869,0,100,5,4493104,18554,18225,1,468
66,270,1,445,2869,0,100,5,4493104,18554,18225,1,468
66,3165,0,445,2333,0,100,5,4493104,26189,21808,0,384
66,1909,0,445,2869,0,100,5,4493104,18554,18225,0,468
66,2390,0,445,3577,0,100,5,4493104,28367,20834,0,118
66,1765,0,445,2667,0,100,5,4493104,26279,17745,0,112
66,2628,0,445,2867,0,100,5,4493104,28367,18225,0,239
66,2390,0,445,4339,0,100,5,4493104,28367,20715,0,116
66,1310,0,139,3553,0,100,5,4493117,28367,18227,0,268
