IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,320,0,1907,445,0,1174,5,345649,18357,2818,0,12792
66,1240,0,1915,445,0,1174,5,345689,18357,30352,0,489
67,7643,0,1433,3841,0,3495,1,345726,24443,29736,2,7905
67,370,0,14051,421,0,1174,5,345766,22113,29066,2,12793
67,292,0,3397,135,0,1174,5,345766,18319,28921,2,7383
67,72,0,20353,112,0,1174,5,345766,4285,26686,2,12794
67,72,0,1926,1025,0,1174,5,345766,2922,28857,2,12795
67,16447,0,3505,135,0,1174,5,345777,18169,28367,2,559
67,68,0,1952,1413,0,1174,5,345777,18227,14563,2,12796
67,604,0,4984,135,0,1174,5,345777,18353,28367,2,537
67,403,0,1433,3841,0,3495,1,345782,24443,29736,2,7905
67,15825,0,2378,445,0,3495,1,345784,24047,29784,2,8565
66,167,0,2378,445,0,3495,1,345784,24047,29784,0,8565
67,1419,0,1433,3841,0,3495,1,345800,24443,29736,2,7905
67,4181,0,389,27013,0,3495,1,345818,23990,29660,2,320
67,4198235,0,389,27005,0,3495,1,345818,24171,29660,2,316
67,4433,0,389,27025,0,3495,1,345822,24449,29660,2,323
67,4489,0,389,27023,0,3495,1,345822,24123,29660,2,318
67,4114,0,2487,4098,0,1174,5,345827,18304,28359,2,8544
66,812,0,445,47381,0,1174,5,345827,18227,29066,0,97
67,803,0,445,47381,0,1174,5,345827,18227,29066,2,97
67,1508,0,445,27014,0,3495,1,345830,23990,29660,2,320
66,1077,0,445,27014,0,3495,1,345830,23990,29660,0,320
66,400,1,445,27014,0,3495,1,345830,23990,29660,1,320
67,1506,0,445,27026,0,3495,1,345836,24449,29660,2,323
67,1550,0,445,27024,0,3495,1,345836,24123,29660,2,318
66,1339,0,445,27024,0,3495,1,345836,24123,29660,0,318
66,1295,0,445,27026,0,3495,1,345836,24449,29660,0,323
66,400,1,445,27012,0,3495,1,345845,24168,29660,1,326
66,728,0,445,27012,0,3495,1,345845,24168,29660,0,326
66,400,1,445,27020,0,3495,1,345849,24347,29660,1,331
66,294,0,445,27018,0,3495,1,345849,24172,29660,0,324
66,288,0,445,27031,0,3495,1,345849,24225,29660,0,339
66,400,1,445,27018,0,3495,1,345849,24172,29660,1,324
66,702,0,445,27020,0,3495,1,345849,24347,29660,0,331
67,19504,0,2619,445,0,1174,5,345867,18136,28367,2,695
67,72,0,3395,36100,0,1174,5,345867,21786,26405,2,7962
66,218,0,2619,445,0,1174,5,345867,18136,28367,0,695
66,1850,0,4123,445,0,1174,5,345867,18313,28367,0,2684
67,3070,0,389,47380,0,1174,5,345867,18227,29066,2,97
66,1799,0,4773,445,0,1174,5,345867,18151,28367,0,107
66,2043,0,3677,445,0,1174,5,345867,18187,28367,0,2724
67,447,0,2950,135,0,1174,5,345867,18218,30352,2,345
67,3181,0,4773,445,0,1174,5,345867,18151,28367,2,107
67,1803,0,4772,389,0,1174,5,345867,18151,28367,2,107
67,3345,0,3677,445,0,1174,5,345867,18187,28367,2,2724
67,3377,0,13639,389,0,1174,5,345867,20753,29066,2,254
67,2781,0,2845,36100,0,1174,5,345867,21854,26405,2,7947
67,2447,0,2430,389,0,1174,5,345867,18306,28367,2,3213
67,2073,0,2423,389,0,1174,5,345867,18306,28367,2,3213
67,3580,0,4200,1025,0,1174,5,345867,18302,28367,2,3015
67,1749,0,2424,389,0,1174,5,345867,18306,28367,2,3213
67,292,0,4199,135,0,1174,5,345867,18302,28367,2,3015
67,1851,0,4205,389,0,1174,5,345867,18302,28367,2,3015
67,2564,0,4204,389,0,1174,5,345867,18302,28367,2,3015
67,641,0,2422,1025,0,1174,5,345867,18306,28367,2,3213
