IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,14232,0,1433,3799,0,2800,1,1,24443,29736,2,7905
67,2008,0,2445,135,0,1174,5,1,18188,29066,2,3642
67,4490,0,445,1534,0,2800,1,8,24225,29739,2,7906
66,4628,0,445,1534,0,2800,1,8,24225,29739,0,7906
67,299884,0,80,2626,0,42,5,14,26420,23022,2,7907
67,39726,0,80,2628,0,42,5,14,26420,23022,2,7907
66,1897,0,4327,445,0,1174,5,18,18219,25430,0,173
66,404,1,4327,445,0,1174,5,18,18219,25430,1,173
66,1799,0,3018,445,0,1174,5,18,18150,28367,0,262
66,2027,0,1058,445,0,1174,5,18,20709,28367,0,3469
66,2027,0,2889,445,0,1174,5,18,20704,28367,0,2503
66,1799,0,3702,445,0,1174,5,18,20715,28367,0,115
66,1805,0,2091,445,0,1174,5,18,18225,28367,0,241
66,2027,0,1343,445,0,1174,5,18,20766,28367,0,400
66,2027,0,1744,445,0,1174,5,18,18301,28367,0,2350
67,3329,0,2160,445,0,1174,5,19,18151,28367,2,107
67,3669,0,4333,445,0,1174,5,19,18219,25477,2,182
67,4743,0,3020,445,0,1174,5,19,18150,28921,2,7313
67,76096,0,1127,443,0,1174,5,19,18183,26972,2,7909
67,24126,0,80,4551,0,1174,5,19,18198,15081,2,7910
67,3673,0,4324,445,0,1174,5,19,18219,24912,2,177
67,3673,0,4330,445,0,1174,5,19,18219,25074,2,181
67,4743,0,3703,445,0,1174,5,19,20715,25477,2,478
66,404,1,4333,445,0,1174,5,19,18219,25477,1,182
67,1958,0,389,5965,0,1174,5,19,18227,29545,2,7911
67,292,0,2039,135,0,1174,5,19,20805,28355,2,7929
66,2027,0,2160,445,0,1174,5,19,18151,28367,0,107
66,2893,0,3020,445,0,1174,5,19,18150,28921,0,7313
66,404,1,4324,445,0,1174,5,19,18219,24912,1,177
66,1891,0,4324,445,0,1174,5,19,18219,24912,0,177
66,1887,0,4333,445,0,1174,5,19,18219,25477,0,182
66,1891,0,4330,445,0,1174,5,19,18219,25074,0,181
67,3377,0,19161,389,0,1174,5,19,20753,28921,2,256
67,992,0,2040,1025,0,1174,5,19,20805,28355,2,7929
66,404,1,4330,445,0,1174,5,19,18219,25074,1,181
67,3500,0,3421,1025,0,1174,5,19,18274,28367,2,2397
67,2310,0,2089,88,0,1174,5,19,18225,29066,2,7908
67,641,0,3423,1025,0,1174,5,19,18274,28367,2,2397
67,292,0,1229,135,0,1174,5,19,18218,29995,2,1244
67,2518,0,3424,389,0,1174,5,19,18274,28367,2,2397
67,1811,0,3425,389,0,1174,5,19,18274,28367,2,2397
67,760,0,2485,135,0,1174,5,19,18188,28921,2,2732
67,1072,0,2464,135,0,1174,5,19,18188,30352,2,7930
67,292,0,2962,135,0,1174,5,19,20656,28921,2,1242
67,448,0,3420,135,0,1174,5,19,18274,28367,2,2397
66,2893,0,3703,445,0,1174,5,19,20715,25477,0,478
67,3290,0,56891,389,0,2800,1,22,24255,29791,2,295
67,3293,0,56917,389,0,2800,1,32,24255,30111,2,294
67,1493,0,139,3795,0,2800,1,36,24226,29736,2,352
67,1209,0,139,3794,0,2800,1,36,24226,29736,2,352
66,1507,0,139,3795,0,2800,1,36,24226,29736,0,352
66,641,0,2844,139,0,2800,1,36,24226,29736,0,352
66,641,0,2843,139,0,2800,1,36,24226,29736,0,352
66,1223,0,139,3794,0,2800,1,36,24226,29736,0,352
67,3942,0,56892,445,0,2800,1,37,24255,29791,2,295
66,492,1,56892,445,0,2800,1,37,24255,29791,1,295
66,2156,0,56892,445,0,2800,1,37,24255,29791,0,295
66,2156,0,56890,445,0,2800,1,39,24255,29812,0,293
66,492,1,56890,445,0,2800,1,39,24255,29812,1,293
67,1241,0,445,3796,0,2800,1,40,24226,29736,2,352
66,834,0,445,3796,0,2800,1,40,24226,29736,0,352
66,352,1,445,3796,0,2800,1,40,24226,29736,1,352
66,492,1,56908,445,0,2800,1,40,24255,29659,1,292
66,2164,0,56908,445,0,2800,1,40,24255,29659,0,292
66,2164,0,56916,445,0,2800,1,40,24255,30112,0,296
66,492,1,56916,445,0,2800,1,40,24255,30112,1,296
67,158,0,57329,53,0,1174,5,41,18188,28366,2,7931
66,352,1,445,50361,0,1174,5,41,18227,30352,1,94
66,1041,0,445,50361,0,1174,5,41,18227,30352,0,94
66,2027,0,1689,445,0,1174,5,41,18313,28367,0,2684
66,2027,0,3000,445,0,1174,5,41,18147,28367,0,3403
67,3322,0,4337,389,0,1174,5,41,18219,28921,2,149
67,434,0,2532,1025,0,1174,5,41,18188,29066,2,3642
67,116,0,59653,53,0,1174,5,41,18188,28366,2,7931
66,1799,0,3134,445,0,1174,5,41,20836,28367,0,83
66,2271,0,3135,445,0,1174,5,41,20836,25430,0,7932
67,1448,0,445,50361,0,1174,5,41,18227,30352,2,94
67,49452,0,3856,443,0,1174,5,41,18181,26972,2,7933
67,158,0,52787,53,0,1174,5,41,18188,28366,2,7931
67,3907,0,3135,445,0,1174,5,41,20836,25430,2,7932
67,3484,0,3129,1025,0,1174,5,41,20836,28367,2,83
67,3329,0,1689,445,0,1174,5,41,18313,28367,2,2684
67,641,0,3131,1025,0,1174,5,41,20836,28367,2,83
67,3514,0,389,50360,0,1174,5,41,18227,30352,2,94
67,3329,0,3000,445,0,1174,5,41,18147,28367,2,3403
67,3181,0,3134,445,0,1174,5,41,20836,28367,2,83
67,448,0,3128,135,0,1174,5,41,20836,28367,2,83
67,2630,0,3132,389,0,1174,5,41,20836,28367,2,83
67,1803,0,3133,389,0,1174,5,41,20836,28367,2,83
67,641,0,1829,1025,0,1174,5,41,18337,28367,2,3616
67,116,0,54413,53,0,1174,5,41,18188,28366,2,7931
67,3484,0,1827,1025,0,1174,5,41,18337,28367,2,3616
67,1917,0,1299,36100,0,1174,5,41,21930,26405,2,7934
67,3548,0,1155,1025,0,1174,5,41,18184,28355,2,7924
67,992,0,1158,1025,0,1174,5,41,18184,28355,2,7924
67,3200,0,1159,389,0,1174,5,41,18184,28355,2,7924
67,1871,0,1161,389,0,1174,5,41,18184,28355,2,7924
67,448,0,1154,135,0,1174,5,41,18184,28355,2,7924
67,2628,0,2169,1032,0,1174,5,41,18227,28366,2,7925
67,3514,0,389,31085,0,1174,5,41,18227,28356,2,7935
