IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,14444,0,80,2684,0,3495,1,652058,24432,23764,2,16863
67,14445,0,80,1377,0,3495,1,653605,24432,29710,2,11317
67,14443,0,80,1480,0,3495,1,654047,24432,29710,2,11317
67,15436,0,80,1197,0,3495,1,654133,24432,23775,2,16862
67,121244,0,20,5001,0,3495,1,658283,24170,30084,3,17447
67,14445,0,80,1290,0,3495,1,658427,24432,23775,2,16862
67,14444,0,80,1531,0,3495,1,658450,24432,29710,2,11317
67,14445,0,80,1647,0,3495,1,659751,24432,29710,2,11317
67,14196,0,80,1677,0,3495,1,660817,24432,29710,2,11317
67,72,0,3053,20,0,1174,5,665934,20707,31187,2,17448
67,924,0,4759,20,0,1174,5,668215,18153,14552,2,17449
