IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,2164,0,9717,445,0,1696,1,4406406,24252,29659,0,360
66,492,1,9717,445,0,1696,1,4406406,24252,29659,1,360
66,492,1,9755,445,0,1696,1,4406406,24252,30112,1,361
66,2164,0,9755,445,0,1696,1,4406406,24252,30112,0,361
66,2623,0,445,2134,0,100,5,4406409,29066,18355,0,1006
66,270,1,445,2136,0,100,5,4406409,24912,18355,1,245
66,1801,0,2134,445,0,543,5,4406409,18355,29066,0,1007
66,262,1,445,2136,0,100,5,4406409,24912,18355,1,245
66,3423,0,2136,445,0,543,5,4406409,18355,24912,0,246
66,1904,0,445,2136,0,100,5,4406409,24912,18355,0,245
66,492,1,9643,445,0,1696,1,4406411,24252,29812,1,358
66,2156,0,9643,445,0,1696,1,4406411,24252,29812,0,358
66,492,1,9765,445,0,1696,1,4406412,24252,30111,1,359
66,2164,0,9765,445,0,1696,1,4406412,24252,30111,0,359
66,1765,0,445,4472,0,42,5,4406414,26289,22975,0,848
66,1146,1,445,4030,0,42,5,4406415,26289,22990,2,492
66,2246,1,445,4030,0,42,5,4406415,26289,22990,2,492
66,276,1,445,4030,0,42,5,4406415,26289,22990,1,492
66,2227,0,445,4030,0,42,5,4406415,26289,22990,0,492
66,1765,0,445,3185,0,42,5,4406415,26289,22960,0,838
66,2156,0,9653,445,0,1696,1,4406415,24252,29791,0,365
66,492,1,9653,445,0,1696,1,4406415,24252,29791,1,365
66,270,1,445,2257,0,100,5,4406421,24912,20879,1,213
66,1601,0,445,2257,0,100,5,4406421,24912,20879,0,213
66,222,1,445,2257,0,100,5,4406421,24912,20879,1,213
66,3027,0,2257,445,0,543,5,4406421,20879,24912,0,214
66,2628,0,445,2256,0,100,5,4406422,28367,20879,0,217
66,286,0,445,2815,0,100,5,4406422,30352,18350,0,585
66,241,0,2815,445,0,543,5,4406422,18350,30352,0,586
66,1799,0,2256,445,0,543,5,4406422,20879,28367,0,218
66,286,0,445,2810,0,100,5,4406422,30352,18350,0,585
66,241,0,2810,445,0,543,5,4406422,18350,30352,0,586
66,693,0,2702,445,0,100,5,4406422,15343,18227,0,58
66,241,0,2820,445,0,543,5,4406422,18350,29066,0,1049
66,284,0,445,2820,0,100,5,4406422,29066,18350,0,1048
66,882,0,445,2702,0,543,5,4406422,18227,15343,0,57
66,3153,0,445,2047,0,94,5,4406431,23349,21865,0,561
66,404,1,4953,445,0,100,5,4406432,25477,18227,1,207
66,1041,0,445,4953,0,543,5,4406432,18227,25477,0,204
66,352,1,445,4953,0,543,5,4406432,18227,25477,1,204
66,619,0,4953,445,0,100,5,4406432,25477,18227,0,207
66,492,1,45143,445,0,1696,1,4406465,24242,29812,1,233
66,2040,0,45143,445,0,1696,1,4406465,24242,29812,0,233
66,241,0,4018,445,0,543,5,4406465,18353,29066,0,374
66,284,0,445,4018,0,100,5,4406465,29066,18353,0,373
66,2390,0,445,4013,0,100,5,4406466,28367,18352,0,33
66,2027,0,4013,445,0,543,5,4406466,18352,28367,0,34
67,3083,0,1390,389,0,100,5,4406488,28442,18227,2,104
66,2048,0,45169,445,0,1696,1,4406490,24242,30112,0,221
66,492,1,45169,445,0,1696,1,4406490,24242,30112,1,221
66,2048,0,45161,445,0,1696,1,4406490,24242,29659,0,222
66,492,1,45161,445,0,1696,1,4406490,24242,29659,1,222
66,1765,0,445,2863,0,42,5,4406493,26279,22966,0,70
66,1765,0,445,3266,0,42,5,4406493,26289,23019,0,75
66,2027,0,4144,445,0,543,5,4406497,20668,28367,0,250
66,2390,0,445,4144,0,100,5,4406497,28367,20668,0,251
66,492,1,45171,445,0,1696,1,4406497,24242,30111,1,234
66,2048,0,45171,445,0,1696,1,4406497,24242,30111,0,234
66,2390,0,445,4977,0,100,5,4406497,28367,18114,0,39
66,2027,0,4977,445,0,543,5,4406497,18114,28367,0,40
66,2040,0,45145,445,0,1696,1,4406498,24242,29791,0,235
66,492,1,45145,445,0,1696,1,4406498,24242,29791,1,235
66,288,0,445,4023,0,100,5,4406500,28367,18353,0,536
66,241,0,4023,445,0,543,5,4406500,18353,28367,0,537
66,1041,0,445,26535,0,543,5,4406511,18227,30352,0,94
66,352,1,445,26535,0,543,5,4406511,18227,30352,1,94
66,387,0,26535,445,0,100,5,4406511,30352,18227,0,93
66,404,1,26535,445,0,100,5,4406511,30352,18227,1,93
66,2390,0,445,2596,0,100,5,4406516,28367,18354,0,61
66,2105,0,2500,445,0,543,5,4406516,20840,30352,0,571
66,2448,0,445,2500,0,100,5,4406516,30352,20840,0,570
66,2027,0,2596,445,0,543,5,4406516,18354,28367,0,60
66,1943,0,1348,445,0,1696,1,4406516,24080,29791,0,510
66,404,1,1348,445,0,1696,1,4406516,24080,29791,1,510
66,352,1,445,49751,0,100,5,4406521,28367,20745,1,76
66,935,0,445,49751,0,100,5,4406521,28367,20745,0,76
66,404,1,49751,445,0,543,5,4406521,20745,28367,1,29
66,1830,0,49751,445,0,543,5,4406521,20745,28367,0,29
66,2027,0,3818,445,0,543,5,4406530,18282,28367,0,86
66,2390,0,445,3818,0,100,5,4406530,28367,18282,0,85
66,3153,0,445,2156,0,94,5,4406536,23349,21923,0,563
66,3153,0,445,4448,0,94,5,4406546,23348,21797,0,77
66,1183,0,445,4329,0,42,5,4406575,26279,23048,0,89
66,1765,0,445,4042,0,42,5,4406578,26289,22990,0,492
66,717,0,445,4328,0,42,5,4406578,26289,23048,0,541
66,646,0,445,4840,0,42,5,4406579,26289,25169,0,1500
66,2027,0,3396,445,0,543,5,4406579,18161,28367,0,36
66,2390,0,445,3396,0,100,5,4406579,28367,18161,0,35
66,352,1,445,31680,0,543,5,4406585,18227,24912,1,197
66,1041,0,445,31680,0,543,5,4406585,18227,24912,0,197
66,404,1,31680,445,0,100,5,4406585,24912,18227,1,198
66,619,0,31680,445,0,100,5,4406585,24912,18227,0,198
66,241,0,2240,445,0,543,5,4406603,18324,30352,0,106
66,286,0,445,2240,0,100,5,4406603,30352,18324,0,105
66,241,0,2235,445,0,543,5,4406603,18324,28921,0,496
66,284,0,445,2235,0,100,5,4406603,28921,18324,0,495
66,3165,0,445,1718,0,100,5,4406606,26189,21850,0,1092
66,262,1,445,4523,0,100,5,4406647,30352,18156,1,397
66,270,1,445,4523,0,100,5,4406647,30352,18156,1,397
66,3411,0,4523,445,0,543,5,4406647,18156,30352,0,398
66,1906,0,445,4523,0,100,5,4406647,30352,18156,0,397
66,2628,0,445,4521,0,100,5,4406647,28367,18156,0,341
66,1799,0,4521,445,0,543,5,4406647,18156,28367,0,9
66,270,1,445,2048,0,100,5,4406673,28367,20881,1,62
66,222,1,445,2048,0,100,5,4406673,28367,20881,1,62
66,3213,0,2048,445,0,543,5,4406673,20881,28367,0,63
66,3566,0,445,2048,0,100,5,4406673,28367,20881,0,62
66,2390,0,445,2605,0,100,5,4406674,28367,18276,0,102
66,2027,0,2605,445,0,543,5,4406674,18276,28367,0,103
66,777,0,2696,445,0,0,0,4406678,17745,26279,0,110
66,2203,0,2696,445,0,543,5,4406683,17745,26279,0,110
66,1765,0,445,2696,0,100,5,4406683,26279,17745,0,112
66,1041,0,445,50940,0,543,5,4406683,18227,18554,0,55
66,733,0,50940,445,0,100,5,4406683,18554,18227,0,56
66,352,1,445,50940,0,543,5,4406683,18227,18554,1,55
66,404,1,50940,445,0,100,5,4406683,18554,18227,1,56
66,2390,0,445,1117,0,100,5,4406684,28367,20715,0,116
66,2027,0,1117,445,0,543,5,4406684,20715,28367,0,115
66,492,1,58342,445,0,1696,1,4406698,24256,29791,1,409
66,2040,0,58342,445,0,1696,1,4406698,24256,29791,0,409
66,492,1,58339,445,0,1696,1,4406698,24256,29812,1,410
66,2040,0,58339,445,0,1696,1,4406698,24256,29812,0,410
66,2390,0,445,3570,0,100,5,4406699,28367,20834,0,118
66,2027,0,3570,445,0,543,5,4406699,20834,28367,0,117
66,1799,0,1900,445,0,543,5,4406707,20844,28367,0,590
66,2628,0,445,1900,0,100,5,4406707,28367,20844,0,591
66,404,1,49826,445,0,138,5,4406709,16541,18227,1,362
66,270,1,445,1902,0,100,5,4406709,29545,20844,1,593
66,222,1,445,1902,0,100,5,4406709,29545,20844,1,593
66,10287,1,445,1902,0,100,5,4406709,29545,20844,1,593
66,739,0,49826,445,0,138,5,4406709,16541,18227,0,362
66,2926,0,445,1902,0,100,5,4406709,29545,20844,0,593
66,4055,0,1902,445,0,543,5,4406709,20844,29545,0,594
66,908,1,445,1902,0,100,5,4406709,29545,20844,1,593
66,492,1,58360,445,0,1696,1,4406714,24256,29659,1,411
66,492,1,58368,445,0,1696,1,4406714,24256,30112,1,412
66,2048,0,58368,445,0,1696,1,4406714,24256,30112,0,412
66,2048,0,58360,445,0,1696,1,4406714,24256,29659,0,411
66,2390,0,445,2220,0,100,5,4406724,28367,18154,0,113
66,2027,0,2220,445,0,543,5,4406724,18154,28367,0,114
66,468,0,445,2957,0,42,5,4406729,26289,23052,0,808
66,328,0,445,2445,0,42,5,4406729,26289,23052,0,808
66,492,1,58370,445,0,1696,1,4406733,24256,30111,1,413
66,1765,0,445,3314,0,42,5,4406733,26289,23060,0,129
66,1799,0,1813,445,0,543,5,4406733,20669,28367,0,354
66,2628,0,445,1813,0,100,5,4406733,28367,20669,0,353
66,2048,0,58370,445,0,1696,1,4406733,24256,30111,0,413
66,2035,0,3825,445,0,543,5,4406739,20671,28367,0,133
66,2390,0,445,3825,0,100,5,4406739,28367,20671,0,132
66,2390,0,445,2932,0,100,5,4406739,28367,18304,0,581
66,270,1,445,1815,0,100,5,4406739,28921,20669,1,499
66,2043,0,2932,445,0,543,5,4406739,18304,28367,0,582
66,222,1,445,1815,0,100,5,4406739,28921,20669,1,499
66,1600,0,445,1815,0,100,5,4406739,28921,20669,0,499
66,2893,0,1815,445,0,543,5,4406739,20669,28921,0,500
