IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,201,0,2417,445,0,1174,5,259226,18218,28921,2,343
67,2502,0,2770,389,0,1174,5,259226,18221,29066,2,8968
67,213,0,53,21258,0,3495,1,259226,24267,29660,2,310
67,2680,0,3651,1025,0,1174,5,259226,18227,29066,2,97
67,2680,0,3654,1025,0,1174,5,259226,18227,29066,2,97
67,2680,0,3650,1025,0,1174,5,259226,18227,29066,2,97
67,2680,0,3655,1025,0,1174,5,259226,18227,29066,2,97
67,240,0,53,13661,0,3495,1,259226,24267,29660,2,310
67,2679,0,3656,1025,0,1174,5,259226,18227,29066,2,97
66,241,0,2417,445,0,1174,5,259226,18218,28921,0,343
67,230,0,53,21326,0,3495,1,259226,24267,29660,2,310
66,241,0,2412,445,0,1174,5,259226,18218,29545,0,528
66,241,0,3631,445,0,1174,5,259226,18227,30352,0,94
66,1799,0,4160,445,0,1174,5,259226,18156,28367,0,9
66,2555,0,3645,445,0,1174,5,259226,18227,29066,0,97
66,241,0,3623,445,0,1174,5,259226,18227,30352,0,94
66,241,0,3627,445,0,1174,5,259226,18227,30352,0,94
66,2555,0,3641,445,0,1174,5,259226,18227,29066,0,97
66,2907,0,2755,445,0,1174,5,259226,20645,18554,0,1848
66,2555,0,3637,445,0,1174,5,259226,18227,29066,0,97
67,201,0,2412,445,0,1174,5,259226,18218,29545,2,528
67,2999,0,3631,445,0,1174,5,259226,18227,30352,2,94
67,2861,0,4158,389,0,1174,5,259226,18156,28367,2,9
67,1803,0,4159,389,0,1174,5,259226,18156,28367,2,9
67,5355,0,3645,445,0,1174,5,259226,18227,29066,2,97
67,5355,0,3641,445,0,1174,5,259226,18227,29066,2,97
67,5355,0,3637,445,0,1174,5,259226,18227,29066,2,97
67,4585,0,2755,445,0,1174,5,259226,20645,18554,2,1848
67,3142,0,4160,445,0,1174,5,259226,18156,28367,2,9
67,2999,0,3627,445,0,1174,5,259226,18227,30352,2,94
67,2999,0,3623,445,0,1174,5,259226,18227,30352,2,94
67,916,0,3649,135,0,1174,5,259226,18227,29066,2,97
67,239,0,53,31053,0,3495,1,259226,24267,29660,2,310
67,1719,0,3692,389,0,1174,5,259226,18227,29066,2,97
67,448,0,3660,135,0,1174,5,259226,18227,30352,2,94
67,292,0,2749,135,0,1174,5,259226,20645,29066,2,1895
67,220,0,20044,135,0,1174,5,259226,18227,30333,2,467
67,3227,0,1414,445,0,1174,5,259226,18141,30352,2,367
67,2631,0,3693,389,0,1174,5,259226,18227,29066,2,97
66,2007,0,1414,445,0,1174,5,259226,18141,30352,0,367
67,625,0,2750,1025,0,1174,5,259226,20645,29066,2,1895
66,2563,0,3619,445,0,1174,5,259226,18227,28367,0,267
66,2899,0,4163,445,0,1174,5,259226,18156,29545,0,9983
66,1799,0,2753,445,0,1174,5,259226,20645,28367,0,1840
66,2027,0,2998,445,0,1174,5,259226,20665,28367,0,135
67,4473,0,389,44172,0,3495,1,259227,24267,29660,2,310
66,1055,0,445,44173,0,3495,1,259227,24267,29660,0,310
67,1404,0,445,44173,0,3495,1,259227,24267,29660,2,310
66,400,1,445,44173,0,3495,1,259227,24267,29660,1,310
67,213,0,53,39033,0,3495,1,259227,24267,29660,2,310
67,225,0,53,44171,0,3495,1,259227,24267,29660,2,310
67,230,0,53,55478,0,3495,1,259227,24267,29660,2,310
67,179,0,53,26045,0,3495,1,259227,24267,29660,2,310
67,225,0,53,23110,0,3495,1,259227,24267,29660,2,310
67,240,0,53,1594,0,3495,1,259227,24267,29660,2,310
67,4554,0,389,44178,0,3495,1,259229,23921,29660,2,308
66,400,1,445,44179,0,3495,1,259230,23921,29660,1,308
67,1457,0,445,44179,0,3495,1,259230,23921,29660,2,308
66,1108,0,445,44179,0,3495,1,259230,23921,29660,0,308
66,400,1,445,44175,0,3495,1,259231,24124,29660,1,311
66,1107,0,445,44175,0,3495,1,259231,24124,29660,0,311
66,904,0,445,44181,0,3495,1,259231,23911,29660,0,307
67,1446,0,445,44177,0,3495,1,259232,24265,29660,2,309
66,400,1,445,44177,0,3495,1,259232,24265,29660,1,309
66,1097,0,445,44177,0,3495,1,259232,24265,29660,0,309
66,455,0,445,44195,0,3495,1,259232,23992,29660,0,321
67,4447,0,389,44198,0,3495,1,259233,23990,29660,2,320
66,400,1,445,44199,0,3495,1,259233,23990,29660,1,320
67,1387,0,445,44199,0,3495,1,259233,23990,29660,2,320
66,1077,0,445,44199,0,3495,1,259233,23990,29660,0,320
66,400,1,445,44201,0,3495,1,259234,24266,29660,1,328
66,1067,0,445,44201,0,3495,1,259234,24266,29660,0,328
66,1109,0,445,44203,0,3495,1,259234,24172,29660,0,324
66,400,1,445,44203,0,3495,1,259234,24172,29660,1,324
66,400,1,445,44207,0,3495,1,259236,24264,29660,2,327
66,879,0,445,44207,0,3495,1,259236,24264,29660,0,327
67,4489,0,389,44208,0,3495,1,259237,24123,29660,2,318
67,4434,0,389,44210,0,3495,1,259237,24449,29660,2,323
67,1468,0,445,44209,0,3495,1,259237,24123,29660,2,318
66,400,1,445,44209,0,3495,1,259237,24123,29660,1,318
66,400,1,445,44205,0,3495,1,259237,24347,29660,1,331
66,1093,0,445,44205,0,3495,1,259237,24347,29660,0,331
