IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,270,1,445,2896,0,100,5,2505600,28921,18282,1,26289
66,1904,0,445,2896,0,100,5,2505600,28921,18282,0,26289
66,262,1,445,2896,0,100,5,2505600,28921,18282,1,26289
66,404,1,29072,445,0,100,5,2505604,18554,18227,1,56
66,733,0,29072,445,0,100,5,2505604,18554,18227,0,56
66,286,0,445,4349,0,100,5,2505604,30352,18131,0,299
66,284,0,445,4355,0,100,5,2505604,28921,18131,0,298
66,284,0,445,4345,0,100,5,2505604,28921,18131,0,298
66,352,1,445,29072,0,179,5,2505613,18227,18554,1,55
66,1041,0,445,29072,0,179,5,2505613,18227,18554,0,55
66,241,0,4355,445,0,179,5,2505613,18131,28921,0,297
66,2027,0,2268,445,0,179,5,2505613,20876,28367,0,368
66,2203,0,3856,445,0,179,5,2505613,23025,26279,0,681
66,2027,0,3466,445,0,179,5,2505614,18161,28367,0,36
66,2027,0,1595,445,0,179,5,2505614,18352,28367,0,34
66,1765,0,445,3856,0,100,5,2505623,26279,23025,0,680
66,3153,0,445,4397,0,94,5,2505624,23349,21852,0,1691
66,2390,0,445,2268,0,100,5,2505624,28367,20876,0,371
66,2390,0,445,3466,0,100,5,2505624,28367,18161,0,35
66,880,0,445,1867,0,100,5,2505624,28367,18316,0,210
66,2390,0,445,1595,0,100,5,2505624,28367,18352,0,33
66,1799,0,2789,445,0,179,5,2505634,18306,28367,0,3213
66,1899,0,1871,445,0,179,5,2505634,18316,28921,0,4270
66,2027,0,2498,445,0,179,5,2505635,18300,28367,0,1594
66,2628,0,445,2789,0,100,5,2505645,28367,18306,0,3212
66,2390,0,445,1703,0,100,5,2505645,28367,18160,0,378
66,2172,0,445,1871,0,100,5,2505645,28921,18316,0,4269
66,2390,0,445,2498,0,100,5,2505646,28367,18300,0,1595
66,492,1,26561,445,0,159,1,2505657,24253,29791,1,426
66,2040,0,26561,445,0,159,1,2505657,24253,29791,0,426
66,2027,0,1703,445,0,179,5,2505659,18160,28367,0,377
66,492,1,26673,445,0,159,1,2505659,24253,30111,1,431
66,2048,0,26673,445,0,159,1,2505659,24253,30111,0,431
66,492,1,26663,445,0,159,1,2505680,24253,30112,1,424
66,2048,0,26663,445,0,159,1,2505680,24253,30112,0,424
66,2048,0,26625,445,0,159,1,2505680,24253,29659,0,423
66,492,1,26625,445,0,159,1,2505680,24253,29659,1,423
66,2955,0,445,4968,0,100,5,2505682,26189,21860,0,338
66,1799,0,4342,445,0,179,5,2505682,20835,28367,0,383
66,2628,0,445,4342,0,100,5,2505682,28367,20835,0,382
66,270,1,445,4344,0,100,5,2505682,25430,20835,1,37428
66,2899,0,4344,445,0,179,5,2505682,20835,25430,0,19172
66,248,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,1602,0,445,4344,0,100,5,2505682,25430,20835,0,37428
66,492,1,26551,445,0,159,1,2505682,24253,29812,1,433
66,222,1,445,4344,0,100,5,2505682,25430,20835,1,37428
66,2040,0,26551,445,0,159,1,2505682,24253,29812,0,433
66,226,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,294,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,280,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,282,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,9876,1,445,1630,0,94,5,2505682,23348,21856,2,470
66,3200,1,445,1630,0,94,5,2505682,23348,21856,2,470
66,5664,1,445,1630,0,94,5,2505682,23348,21856,2,470
66,43516,1,445,1630,0,94,5,2505682,23348,21856,2,470
66,5920,1,445,1630,0,94,5,2505682,23348,21856,2,470
66,380,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,1292,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,1568,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,11827,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,452,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,8519,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,528,1,445,1630,0,94,5,2505682,23348,21856,1,470
66,13087,0,445,1630,0,94,5,2505682,23348,21856,0,470
66,887,0,445,4967,0,100,5,2505683,26188,21860,0,1077
66,1761,0,1867,445,0,179,5,2505684,18316,28367,0,211
66,241,0,2565,445,0,179,5,2505700,18323,28921,0,216
66,241,0,2559,445,0,179,5,2505700,18323,29066,0,463
66,2027,0,1277,445,0,179,5,2505700,18149,28367,0,158
66,241,0,2554,445,0,179,5,2505701,18323,28921,0,216
66,2027,0,2536,445,0,179,5,2505701,18151,28367,0,107
66,284,0,445,2559,0,100,5,2505704,29066,18323,0,462
66,284,0,445,2565,0,100,5,2505704,28921,18323,0,215
66,2390,0,445,1277,0,100,5,2505704,28367,18149,0,157
66,2390,0,445,2536,0,100,5,2505705,28367,18151,0,108
66,284,0,445,2554,0,100,5,2505705,28921,18323,0,215
66,2156,0,8201,445,0,159,1,2505708,24255,29791,0,295
66,492,1,8201,445,0,159,1,2505708,24255,29791,1,295
66,492,1,8229,445,0,159,1,2505713,24255,30111,1,294
66,2164,0,8229,445,0,159,1,2505713,24255,30111,0,294
66,492,1,59753,445,0,159,1,2505713,24256,29812,1,410
66,2040,0,59753,445,0,159,1,2505713,24256,29812,0,410
66,492,1,59782,445,0,159,1,2505720,24256,30112,1,412
66,492,1,59774,445,0,159,1,2505720,24256,29659,1,411
