IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,2171,0,445,1828,0,100,5,1814423,28921,20836,0,68
66,2624,0,445,1835,0,100,5,1814423,28921,20836,0,68
66,1072,0,445,1836,0,100,5,1814424,29995,20836,0,24922
66,875,0,445,1827,0,100,5,1814424,29066,20836,0,7114
66,270,1,445,4917,0,100,5,1814424,24912,18136,1,22067
66,284,1,445,4917,0,100,5,1814424,24912,18136,1,22067
66,1905,0,445,4917,0,100,5,1814424,24912,18136,0,22067
66,2176,0,445,1826,0,100,5,1814424,28367,20875,0,2550
66,2628,0,445,4110,0,100,5,1814424,28367,20715,0,116
66,2386,0,445,2780,0,100,5,1814425,28921,18355,0,1064
66,879,0,445,1644,0,100,5,1814458,28367,18188,0,2738
66,2390,0,445,2652,0,100,5,1814459,28367,18159,0,364
66,284,0,445,2725,0,100,5,1814459,29066,18187,0,6006
66,284,0,445,2722,0,100,5,1814459,29066,18187,0,6006
66,404,1,15215,445,0,100,5,1814460,30390,18227,1,264
66,619,0,15215,445,0,100,5,1814460,30390,18227,0,264
66,284,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,25872,1,445,2658,0,42,5,1814464,26279,23013,2,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,206550,1,445,2658,0,42,5,1814464,26279,23013,2,2521
66,804,1,445,2658,0,42,5,1814464,26279,23013,1,2521
66,1568,1,445,2658,0,42,5,1814464,26279,23013,2,2521
66,13507,1,445,2658,0,42,5,1814464,26279,23013,2,2521
66,2336,1,445,2658,0,42,5,1814464,26279,23013,2,2521
66,18440,0,445,2658,0,42,5,1814464,26279,23013,0,2521
66,270,1,445,1836,0,100,5,1814466,29995,20836,1,24922
66,222,1,445,1836,0,100,5,1814466,29995,20836,1,24922
66,592,0,445,1836,0,100,5,1814466,29995,20836,0,24922
66,2390,0,445,1561,0,100,5,1814466,28367,18137,0,711
66,2390,0,445,1756,0,100,5,1814467,28367,18277,0,162
66,270,1,445,14502,0,100,5,1814467,28367,18219,1,155
66,1851,0,445,14502,0,100,5,1814467,28367,18219,0,155
66,10287,1,445,14502,0,100,5,1814467,28367,18219,1,155
66,2628,0,445,2938,0,100,5,1814467,28367,18279,0,348
67,3147,0,4210,389,0,100,5,1814487,28442,18227,2,104
66,226,1,445,1788,0,94,5,1814487,23348,21848,1,1744
66,294,1,445,1788,0,94,5,1814487,23348,21848,1,1744
66,248,1,445,1788,0,94,5,1814487,23348,21848,1,1744
66,282,1,445,1788,0,94,5,1814487,23348,21848,1,1744
66,280,1,445,1788,0,94,5,1814487,23348,21848,1,1744
66,9876,1,445,1788,0,94,5,1814487,23348,21848,2,1744
66,43516,1,445,1788,0,94,5,1814487,23348,21848,2,1744
66,3200,1,445,1788,0,94,5,1814487,23348,21848,2,1744
66,5920,1,445,1788,0,94,5,1814487,23348,21848,2,1744
66,1568,1,445,1788,0,94,5,1814487,23348,21848,1,1744
