IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,280,0,4817,445,0,1174,5,777620,13681,18554,2,18257
67,57942,0,1433,1266,0,3495,1,777620,24443,29736,2,7905
67,657,0,4790,445,0,1174,5,777621,18350,28367,2,88
67,1622,0,8080,3287,0,1174,5,777627,18220,18416,2,8230
67,349,0,8080,3288,0,1174,5,777627,18220,18416,2,8230
67,15075,0,8080,3289,0,1174,5,777627,18220,18416,2,8230
67,34823,0,7508,39695,0,1174,5,777650,7895,8337,2,10989
67,3513,0,389,4049,0,1174,5,777650,18227,24912,2,197
67,136,0,2860,135,0,1174,5,777650,18227,29995,2,7972
67,152,0,2858,135,0,1174,5,777651,18227,29995,2,7972
67,258,0,4794,445,0,1174,5,777651,18308,11153,2,18258
67,2500,0,4518,389,0,1174,5,777651,20674,28367,2,2720
67,84,0,7508,39695,0,1174,5,777651,11697,8209,2,18259
67,144,0,4842,445,0,1174,5,777651,6800,22455,2,18260
67,1209,0,139,1267,0,3495,1,777651,24226,29736,2,352
67,72,0,4833,1025,0,1174,5,777651,18305,29066,2,1880
67,1463,0,139,1268,0,3495,1,777651,24226,29736,2,352
67,292,0,2856,135,0,1174,5,777651,18227,29545,2,7911
67,2698,0,2857,1025,0,1174,5,777651,18227,29545,2,7911
67,84,0,7508,39695,0,1174,5,777652,7895,8328,2,18261
67,145,0,3732,445,0,1174,5,777652,18315,28367,2,100
67,127,0,4842,445,0,1174,5,777652,18305,25074,2,17998
67,526237,0,4817,445,0,1174,5,777652,20879,18554,2,12338
67,1241,0,445,1269,0,3495,1,777653,24226,29736,2,352
67,1444,0,445,4050,0,1174,5,777658,18227,24912,2,197
67,3314,0,16796,389,0,1174,5,777658,18219,28921,2,149
67,3377,0,21350,389,0,1174,5,777658,20753,28921,2,256
67,1763,0,2747,389,0,1174,5,777681,18357,28367,2,78
67,625,0,2764,1025,0,1174,5,777682,20711,28921,2,2866
67,3329,0,4925,445,0,1174,5,777682,18154,28367,2,114
67,193,0,2746,1025,0,1174,5,777682,18357,28367,2,78
67,3512,0,389,2632,0,1174,5,777682,18227,28921,2,92
67,1444,0,445,2633,0,1174,5,777682,18227,28921,2,92
67,1917,0,3209,36100,0,1174,5,777682,21890,26405,2,7997
67,3345,0,2797,445,0,1174,5,777682,20696,28367,2,3009
67,80,0,7508,40207,0,1174,5,777682,7868,8266,2,18262
67,292,0,2763,135,0,1174,5,777682,20711,28921,2,2866
67,107,0,2797,445,0,1174,5,777682,20696,13005,2,18263
67,264,0,17352,3268,0,1174,5,777682,20753,29066,2,254
67,72,0,16820,53,0,1174,5,777697,17584,28370,2,18264
67,349,0,8080,3313,0,1174,5,777697,18220,18416,2,8230
