IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
67,695447,0,1433,2402,0,42,5,173519,26259,23015,2,7920
67,1524,0,1432,2402,0,42,5,173788,26259,7190,2,8188
67,1524,0,1433,2402,0,42,5,173788,26259,22856,2,9957
67,140,0,1241,2370,0,42,5,173788,26262,943,2,9958
67,346315,0,1433,2402,0,42,5,173797,26259,23015,2,7920
67,188,0,135,1842,0,42,5,173838,26279,23060,2,520
67,1625,0,445,2082,0,42,5,173838,26279,22944,2,3323
66,1765,0,445,2082,0,42,5,173838,26279,22944,0,3323
67,370836,0,1433,2402,0,42,5,173888,26259,23015,2,7920
67,3743,0,389,2783,0,42,5,173929,26279,22996,2,4
67,935671,0,1433,2418,0,42,5,173929,26259,23015,2,7920
67,1625,0,445,1984,0,42,5,173933,26289,22966,2,201
66,1765,0,445,1984,0,42,5,173933,26289,22966,0,201
66,1764,0,445,2528,0,42,5,174044,26289,22990,0,492
67,80155,0,1433,2402,0,42,5,174106,26259,23015,2,7920
67,116335,0,1433,2402,0,42,5,174133,26259,23015,2,7920
67,1524,0,1497,2402,0,42,5,174146,26258,23019,2,9960
67,1492,0,1425,35170,0,42,5,174146,26259,23015,2,7920
67,295,0,445,3867,0,42,5,174146,26254,23028,2,8035
67,140,0,1436,3426,0,42,5,174146,11208,7159,2,9959
66,254,0,445,3867,0,42,5,174146,26254,23028,0,8035
67,8333,0,36100,2106,0,42,5,174173,25551,22944,2,8283
67,1565267,0,1433,2402,0,42,5,174173,14944,22892,2,8151
67,781863,0,1433,2402,0,42,5,174253,26259,23015,2,7920
67,141,0,36100,4004,0,42,5,174293,25551,23048,2,8002
67,1524,0,34201,2402,0,42,5,174293,26221,23015,2,9864
66,1765,0,445,2010,0,42,5,174300,26289,22975,0,848
67,1625,0,445,4006,0,42,5,174566,26279,23048,2,89
66,1765,0,445,4006,0,42,5,174566,26279,23048,0,89
67,1524,0,1433,2402,0,42,5,174773,8871,25159,2,9961
67,4572,0,389,2808,0,42,5,174870,26279,22996,2,4
67,48920,0,1433,2402,0,42,5,174870,26259,23015,2,7920
67,96,0,965,2809,0,42,5,174910,25986,22996,2,9962
67,65,0,49171,2020,0,42,5,175362,14121,10993,2,9963
66,1765,0,445,2001,0,42,5,175362,26289,22966,0,201
67,1625,0,445,2001,0,42,5,175362,26289,22966,2,201
67,3743,0,389,2816,0,42,5,175575,26289,23013,2,3332
66,1563,0,445,2817,0,42,5,175575,26289,23013,0,3332
67,1524,0,1433,2418,0,42,5,175575,25996,23402,2,9964
67,81,0,1433,2410,0,42,5,175575,26259,23251,2,9965
67,1463,0,445,2817,0,42,5,175575,26289,23013,2,3332
66,224,0,445,1354,0,42,5,175758,26279,23037,0,2585
67,189,0,36100,2709,0,42,5,175962,25551,22960,2,8301
67,140,0,1433,2402,0,42,5,175962,22579,23015,2,8602
67,1524,0,1433,2418,0,42,5,176103,26259,23015,2,7920
67,298895,0,1433,2402,0,42,5,176220,26259,23015,2,7920
67,140,0,1945,2402,0,42,5,176260,26264,23015,2,8886
66,732,0,445,4106,0,42,5,176260,26279,23048,0,89
67,189,0,36100,4167,0,42,5,176260,25551,23019,2,8001
67,1707,0,445,4106,0,42,5,176260,26279,23048,2,89
67,1524,0,1433,2400,0,42,5,176531,26259,23015,2,7920
67,31491,0,1433,2402,0,42,5,176687,26259,23015,2,7920
66,1795,0,445,3950,0,42,5,176727,26254,23028,0,8035
67,1655,0,445,3950,0,42,5,176727,26254,23028,2,8035
67,140,0,1432,2402,0,42,5,177030,26259,22856,2,9957
67,189,0,36100,2050,0,42,5,177030,25551,22975,2,8003
67,1463,0,445,2885,0,42,5,177030,26279,22996,2,4
66,577,0,445,2885,0,42,5,177030,26279,22996,0,4
66,1516,0,445,2712,0,42,5,177030,26279,22985,0,2714
