IPSMALLTYPE,FILELEN,ISCRACKED,SRCPORT,DSTPORT,VPI1,VCI1,ATM1AALTYPE,TIMEINT,SRCID,DSTID,FILETYPE,COMBID
66,962,0,445,1727,0,100,5,3024016,28367,18274,0,2398
66,278,0,445,1727,0,100,5,3024016,26034,18041,0,32607
66,2166,0,445,1561,0,100,5,3024016,28367,18165,0,2679
66,224,0,445,1968,0,94,5,3024017,23348,31051,0,47384
66,224,0,445,2278,0,100,5,3024017,26188,21854,0,744
66,353,0,38242,445,0,100,5,3024017,16120,18227,0,290
67,1292,0,21,1341,0,100,5,3024030,28359,18304,2,1066
66,1332,0,445,1318,0,100,5,3024036,24912,18304,0,59080
66,284,0,445,2822,0,100,5,3024036,7613,20666,0,60031
66,192,0,445,3396,0,100,5,3024037,28367,18325,0,1591
66,284,0,445,1317,0,100,5,3024037,29241,600,0,60032
66,1564,0,445,3404,0,100,5,3024037,2691,15735,0,60033
66,1564,0,445,1316,0,100,5,3024037,29066,18304,0,647
66,289,0,445,2820,0,100,5,3024037,28367,20665,0,134
66,192,0,445,2294,0,100,5,3024037,26188,21971,0,57331
66,526,0,445,35588,0,100,5,3024037,27816,27606,0,60034
66,672,0,445,2278,0,100,5,3024037,26188,21855,0,507
66,2176,0,445,3559,0,100,5,3024060,28367,18302,0,3016
66,2670,0,445,2459,0,100,5,3024060,28367,18220,0,145
67,164,0,21,1332,0,100,5,3024060,28359,18304,2,1066
67,164,0,21,1335,0,100,5,3024060,28359,18304,2,1066
67,399,0,21,1338,0,100,5,3024061,28359,18304,2,1066
66,282,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,294,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,248,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,280,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,5920,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,3200,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,1500,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,5664,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,35140,1,445,1374,0,100,5,3024061,26188,21930,2,923
66,1568,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,11827,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,380,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,1292,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,8519,1,445,1374,0,100,5,3024061,26188,21930,1,923
66,13322,0,445,1374,0,100,5,3024061,26188,21930,0,923
66,528,1,445,1374,0,100,5,3024061,26188,21930,1,923
67,96,0,4438,1351,0,100,5,3024061,28359,18304,2,1066
66,452,1,445,1374,0,100,5,3024061,26188,21930,1,923
67,1946,0,4437,1346,0,100,5,3024061,28359,18304,2,1066
66,287,0,445,34142,0,100,5,3024061,26188,21930,0,923
67,1194,0,4434,1342,0,100,5,3024062,28359,18304,2,1066
66,288,0,445,2459,0,100,5,3024062,26688,18220,0,26518
66,241,0,3194,445,0,138,5,3024062,19782,18227,0,59
66,278,0,445,2981,0,100,5,3024062,28367,20656,0,335
66,170,0,445,3877,0,100,5,3024089,28921,12444,0,60037
66,442,0,445,3260,0,100,5,3024089,10107,19939,0,39006
