8,12,0,0,0,0,0,0,0,0,10,35,29,25,22,5,3,2,0,0,5,0,0,0
8,8,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,10,12,11,0,12,8,12,17,20,16,20,23,4
20,20,18,16,13,9,12,29,16,8,2,72,52,17,19,32,20,19,0,0,0,6,5,4
4,8,8,8,0,0,4,0,0,18,86,76,64,74,77,68,56,40,31,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,2,4,20,41,21,17,49,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,10,5,9,6,9,6,10,10,11,8,8,10
10,10,10,10,4,10,8,10,10,10,6,14,20,20,20,20,20,20,12,0,0,0,0,0
0,0,0,0,0,0,0,0,15,37,33,0,3,0,2,4,2,28,25,25,35,6,0,0
0,0,0,0,0,0,0,0,0,0,5,49,64,40,0,19,2,6,0,6,10,11,4,0
0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27
159,14,10,13,14,14,12,32,52,77,99,88,73,130,70,92,28,19,27,57,23,21,32,22
24,0,0,0,0,0,0,0,56,48,53,50,52,95,47,8,28,24,26,20,13,11,11,14
14,10,13,14,13,13,12,29,25,26,24,21,21,22,23,24,21,24,16,20,21,17,23,25
23,17,22,22,24,25,26,21,25,21,23,25,28,23,26,15,0,18,20,23,19,3,17,14
21,24,25,15,0,0,5,3,8,28,42,26,31,41,49,33,33,42,38,6,16,42,12,17
13,22,26,15,13,21,20,17,42,202,57,108,59,57,53,53,37,53,36,48,38,34,37,35
33,37,30,39,44,32,33,41,46,18,56,94,90,78,75,96,77,37,37,49,34,32,38,37
33,31,42,32,34,32,32,45,160,93,72,75,67,75,90,69,49,32,39,29,36,38,35,38
35,26,26,30,39,39,38,61,97,90,81,74,61,73,53,55,45,27,12,7,19,17,21,16
23,15,10,23,29,10,19,25,19,4,4,0,8,5,8,2,12,17,22,19,16,24,21,6
0,2,19,21,17,0,2,0,0,0,0,0,1,9,12,22,7,14,24,23,11,17,7,20
19,7,22,26,16,16,25,32,53,5,13,63,64,73,66,40,0,0,56,39,36,26,25,28
30,35,26,23,36,35,36,40,81,74,64,72,66,83,84,53,58,43,48,37,18,0,0,0
0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,36,46,39,0,0,0,0,14
38,37,30,38,30,24,34,44,102,65,67,46,5,45,47,79,29,35,10,34,31,7,7,7
12,1,6,2,7,10,16,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,21
14,9,3,5,16,14,7,14,15,15,19,24,22,16,24,25,25,25,17,21,8,13,14,15
16,13,18,9,16,14,13,12,14,15,11,15,15,9,12,13,12,13,27,27,31,24,21,26
9,20,1,14,5,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,38,41,53,19,18,27,0,0
0,0,0,0,0,3,0,0,0,0,1,35,66,63,97,136,68,48,43,61,37,15,19,20
11,15,11,12,8,13,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,0,0,7,3,11,6,6,6,5,3,16,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,8,3,16,34,14,3,7
10,11,14,13,9,3,0,0,0,27,28,22,16,21,48,36,52,25,16,13,12,2,4,16
18,29,18,13,14,5,5,35,29,23,27,27,42,19,34,0,4,14,12,5,14,6,9,9
6,14,15,12,10,10,2,0,0,7,35,10,20,17,17,31,31,22,16,27,15,18,8,1
2,3,9,0,8,15,5,22,35,19,20,11,13,14,11,32,17,14,0,16,12,17,13,11
20,14,24,22,25,22,26,30,24,19,37,28,19,30,23,33,22,32,26,24,23,31,26,19
18,27,20,28,23,25,22,20,22,23,26,25,28,28,13,13,13,24,27,25,27,26,25,19
26,23,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
